D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_38_479.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_38_479.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_38_479.jpg,0,0.4694312,0,0.477314
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_38_551.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_38_551.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_38_551.jpg,0,0.7001099,0,1.031822
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_38_621.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_38_621.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_38_621.jpg,0,0.8914244,0,1.610413
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_38_694.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_38_694.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_38_694.jpg,0,1,0,2.562231
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_38_762.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_38_762.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_38_762.jpg,-0.05,1,0,3.263533
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_38_833.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_38_833.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_38_833.jpg,-0.25,1,0,4.19683
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_38_903.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_38_903.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_38_903.jpg,0,1,0,4.881553
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_38_974.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_38_974.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_38_974.jpg,0,1,0,5.804681
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_043.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_043.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_043.jpg,0,1,0,6.494892
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_114.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_114.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_114.jpg,-0.1,1,0,7.407142
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_183.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_183.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_183.jpg,-0.25,1,0,8.07515
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_253.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_253.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_253.jpg,-0.45,1,0,8.937911
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_324.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_324.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_324.jpg,-0.6000001,1,0,9.562223
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_394.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_394.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_394.jpg,0,1,0,10.37848
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_465.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_465.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_465.jpg,0,0.9126007,0,11.01509
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_535.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_535.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_535.jpg,0,0.6664174,0,11.8717
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_605.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_605.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_605.jpg,0,0.6988726,0,12.16483
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_674.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_674.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_674.jpg,0,0.9395605,0,12.46555
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_741.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_741.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_741.jpg,0,1,0,13.30993
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_811.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_811.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_811.jpg,0,1,0,14.24513
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_879.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_879.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_879.jpg,-0.15,1,0,14.94179
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_39_947.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_39_947.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_39_947.jpg,-0.3,1,0,15.45462
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_016.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_016.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_016.jpg,0,1,0,16.28006
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_085.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_085.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_085.jpg,0,1,0,17.00842
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_154.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_154.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_154.jpg,0,1,0,17.84608
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_222.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_222.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_222.jpg,-0.1,1,0,18.30644
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_292.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_292.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_292.jpg,-0.3,1,0,19.10019
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_363.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_363.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_363.jpg,-0.45,1,0,19.7737
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_434.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_434.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_434.jpg,-0.6500001,1,0,20.42462
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_501.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_501.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_501.jpg,-0.8000001,1,0,20.79156
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_573.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_573.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_573.jpg,0,1,0,21.53514
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_639.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_639.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_639.jpg,0,1,0,22.12387
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_707.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_707.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_707.jpg,-0.05,1,0,22.69935
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_774.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_774.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_774.jpg,-0.25,1,0,23.47285
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_841.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_841.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_841.jpg,-0.4,1,0,24.00743
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_909.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_909.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_909.jpg,-0.5500001,1,0,24.48702
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_40_979.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_40_979.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_40_979.jpg,0,1,0,25.17753
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_047.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_047.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_047.jpg,0,1,0,25.73722
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_117.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_117.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_117.jpg,0,1,0,26.49395
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_186.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_186.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_186.jpg,0,1,0,27.05968
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_255.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_255.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_255.jpg,0,1,0,27.80916
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_324.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_324.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_324.jpg,-0.15,1,0,28.36026
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_392.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_392.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_392.jpg,-0.35,1,0,29.03374
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_461.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_461.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_461.jpg,0,1,0,29.57663
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_530.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_530.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_530.jpg,0,1,0,30.18875
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_599.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_599.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_599.jpg,0,1,0,30.19027
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_671.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_671.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_671.jpg,-0.15,1,0,30.18567
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_742.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_742.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_742.jpg,-0.3,1,0,30.17068
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_812.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_812.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_812.jpg,-0.5000001,1,0,30.14631
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_884.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_884.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_884.jpg,-0.6500001,1,0,30.12772
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_41_956.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_41_956.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_41_956.jpg,0,1,0,30.18385
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_027.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_027.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_027.jpg,0,1,0,30.18856
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_099.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_099.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_099.jpg,0,1,0,30.18999
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_171.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_171.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_171.jpg,-0.15,1,0,30.18615
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_242.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_242.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_242.jpg,0,1,0,30.18711
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_316.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_316.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_316.jpg,0,1,0,30.19007
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_385.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_385.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_385.jpg,0,1,0,30.19079
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_453.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_453.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_453.jpg,-0.1,1,0,30.18846
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_521.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_521.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_521.jpg,-0.25,1,0,30.17581
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_587.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_587.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_587.jpg,-0.4,1,0,30.15833
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_655.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_655.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_655.jpg,0,1,0,30.18573
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_728.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_728.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_728.jpg,0,1,0,30.18838
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_801.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_801.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_801.jpg,-0.05,1,0,30.19025
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_868.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_868.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_868.jpg,-0.2,1,0,30.18345
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_42_941.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_42_941.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_42_941.jpg,0,1,0,30.18994
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_013.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_013.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_013.jpg,0,1,0,30.19022
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_081.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_081.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_081.jpg,0,1,0,30.1903
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_154.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_154.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_154.jpg,0,1,0,30.19034
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_227.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_227.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_227.jpg,0,1,0,30.19034
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_299.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_299.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_299.jpg,0,1,0,30.1903
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_370.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_370.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_370.jpg,0,1,0,30.19031
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_442.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_442.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_442.jpg,-0.05,1,0,30.18976
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_515.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_515.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_515.jpg,-0.25,1,0,30.17474
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_582.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_582.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_582.jpg,0,1,0,30.18938
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_654.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_654.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_654.jpg,0,1,0,30.19014
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_726.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_726.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_726.jpg,0,1,0,30.19025
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_798.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_798.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_798.jpg,0,1,0,30.1905
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_870.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_870.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_870.jpg,-0.1,1,0,30.18797
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_43_941.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_43_941.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_43_941.jpg,-0.25,1,0,30.17516
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_013.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_013.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_013.jpg,0,1,0,30.18144
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_085.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_085.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_085.jpg,0,1,0,30.18906
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_157.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_157.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_157.jpg,0,1,0,30.19001
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_229.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_229.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_229.jpg,-0.15,1,0,30.18656
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_302.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_302.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_302.jpg,0,1,0,30.18542
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_373.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_373.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_373.jpg,0,1,0,30.18982
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_445.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_445.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_445.jpg,0,1,0,30.19019
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_518.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_518.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_518.jpg,0,1,0,30.19028
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_589.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_589.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_589.jpg,-0.15,1,0,30.18513
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_662.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_662.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_662.jpg,0,1,0,30.18457
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_734.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_734.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_734.jpg,0,1,0,30.18981
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_805.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_805.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_805.jpg,0,1,0,30.19023
D:\TestPythonEnv\track\IMG\center_2020_06_26_12_48_44_877.jpg,D:\TestPythonEnv\track\IMG\left_2020_06_26_12_48_44_877.jpg,D:\TestPythonEnv\track\IMG\right_2020_06_26_12_48_44_877.jpg,0,1,0,30.19013
